Station;Date Releve;Heure;Num Releve;Conductivite;Salinite;Comm Salinite;Temperature;Ph;Redox;Oxygene;Saturation;Niveau Ngf;Comm Ngf;Niveau Relatif;Niveau 0;Turbidite;Couleur;Macrophyte;Remarques
Etangs du Grand Bagnas - Scirpaie GB8;21/07/2021;10:38;;26.3;16.1;;26.4;8.04;;;;0.19;;;;20;;;vent faible_Sonde O2 HS_echelle limnimétrique illisible (valeur de TB5 car corrélation)
Etangs du Grand Bagnas - canal du midi martelliere;06/07/2021;10:20;;1.429;0.5;;26.1;7.83;;;;;;-0.16;;30;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - EID;06/07/2021;10:50;;2.77;1.3;;22.1;7.03;;;;;;0.69;;20;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - EID Piezo;06/07/2021;10:50;;35.4;22.2;;21.8;;;;;;;0.66;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - echelleGB2;06/07/2021;11:00;;11.54;6.6;;23.8;8.4;;;;;;;;20;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - echelleGB2piezo;06/07/2021;11:00;;43.7;28.1;;24;;;;;;;0.43;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - TB5 centre;06/07/2021;11:10;;9.02;5.1;;24.1;9.09;;;;0.28;;;;5;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - TB5 centre piezo;06/07/2021;11:10;;54.1;35.8;;24.4;;;;;;;0.56;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Petit Pont;06/07/2021;11:25;;24.4;14.9;;26.6;7.78;;;;0.21;;;;30;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Canal de l'ouest;06/07/2021;11:25;;1.785;0.7;;25.4;7.71;;;;;;1.35;;75;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - LONGE;06/07/2021;11:35;;17.25;0.7;;24.9;7.46;;;;0.58;;;;30;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - MareB5roseau;06/07/2021;11:45;;2.21;1;;25.6;7.8;;;;;;0.49;;75;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - MareB5roseau piezo;06/07/2021;11:45;;41;26.1;;23.3;;;;;;;0.82;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Scirpaie GB8 piezo;06/07/2021;11:50;;28.6;17.7;;25.4;;;;;;;0.45;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Pioch couguioul;06/07/2021;12:10;;2.72;1.3;;25.8;8;;;;0.57;;;;20;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Pairollet;06/07/2021;12:30;;40.1;25.7;;28.1;8.07;;;;0.3;;;;20;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Pairollet Piezo;06/07/2021;12:30;;39.6;25.3;;27.7;;;;;;;0.61;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - PB3;06/07/2021;12:40;;103.9;;OFL;29.6;8.69;;;;0.06;;;;0;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - PB3 Piezo;06/07/2021;12:40;;132.2;;OFL;27.4;;;;;;;0.75;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Rieu nord;06/07/2021;12:50;;97;;OFL;30.8;8.65;;;;0.14;;;;0;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Rieu nord piezo;06/07/2021;12:50;;105;;OFL;26.9;;;;;;;1.01;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - PB4 piezo;06/07/2021;14:15;;119.6;;OFL;27;;;;;;;1.05;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Mare pelo - 3;06/07/2021;14:35;;1.853;0.8;;29.3;8.57;;;;0.305;;;;0;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Mare pelo - 3 piezo;06/07/2021;14:35;;2.78;1.3;;26.4;;;;;;;1.12;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Mare aux pelobates;06/07/2021;14:45;;50.4;33.2;;29.9;8.68;;;;0.14;;;;0;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - Mare pelo Piezo;06/07/2021;14:45;;35;22.1;;28.4;;;;;;;0.84;;;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS
Etangs du Grand Bagnas - PB4;06/07/2021;14:15;;;;;;;;;;0;;;;0;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS_a sec
Etangs du Grand Bagnas - Scirpaie GB8;06/07/2021;11:50;;18.82;11.2;;25.4;8.03;;;;0.28;;;;20;;;ciel couvert_ vent modéré d'ouest_ pluie deux jours avant_sonde oxygène HS_echelle limnimétrique illisible (valeur de TB5 car corrélation)
Etangs du Grand Bagnas - canal du midi martelliere;23/06/2021;08:51;;1.537;0.6;;25.2;7.96;;2.14;26.1;;;-0.08;;20;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - EID;23/06/2021;09:20;;2.25;1;;20;7.3;;0.85;9.4;;;0.28;;10;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - EID Piezo;23/06/2021;09:20;;35.4;22.1;;21.4;;;;;;;0.66;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - echelleGB2;23/06/2021;09:38;;9.86;5.6;;21.5;9.02;;1.75;19.7;;;;;10;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - echelleGB2piezo;23/06/2021;09:38;;45.1;29;;21.7;;;;;;;0.4;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - TB5 centre;23/06/2021;09:53;;8.4;4.7;;22.1;9.28;;1.78;20.4;0.325;;;;10;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - TB5 centre piezo;23/06/2021;09:53;;54.2;35.7;;22.5;;;;;;;0.51;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Petit Pont;23/06/2021;10:11;;36;22.7;;26.3;8.02;;2.15;26.7;0.265;;;;20;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Canal de l'ouest;23/06/2021;10:11;;1.635;0.6;;25;7.61;;1.46;17.5;;;1.4;;75;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - LONGE;23/06/2021;10:34;;1.558;0.6;;22.8;7.61;;1.3;15.1;0.605;;;;30;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - MareB5roseau;23/06/2021;10:51;;3.37;1.7;;25;7.73;;2;24;;;0.51;;75;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - MareB5roseau piezo;23/06/2021;10:51;;40.4;25.7;;23.5;;;;;;;0.79;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8;23/06/2021;11:04;;16.55;9.7;;23.6;8.1;;2.23;25.9;0.33;;;;30;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8 piezo;23/06/2021;11:04;;29.3;18.1;;23.2;;;;;;;0.415;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Pioch couguioul;23/06/2021;11:44;;2.8;1.3;;25.2;8.1;;1.73;20.9;0.58;;;;20;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Pairollet;23/06/2021;12:00;;39.7;25.4;;27;8.05;;1.93;24;0.3;;;;10;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Pairollet Piezo;23/06/2021;12:00;;40;25.5;;26;;;;;;;0.6;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - PB3;23/06/2021;12:12;;77.8;54.6;;26;8.48;;3.55;43.7;0.245;;;;10;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - PB3 Piezo;23/06/2021;12:12;;130;;OFL;24.7;;;;;;;0.98;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Rieu nord;23/06/2021;14:13;;107.9;;OFL;26.6;8.63;;3.16;40.7;0.095;;;;50;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Rieu nord piezo;23/06/2021;14:13;;129;;OFL;26.6;;;;;;;0.71;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - PB4 piezo;23/06/2021;14:33;;119.2;;OFL;24.8;;;;;;;1.06;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3 piezo;23/06/2021;14:52;;2.04;0.9;;23.9;;;;;;;1.01;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Mare aux pelobates;23/06/2021;15:09;;50.6;33.2;;25.7;8.63;;3.48;42.9;0.135;;;;5;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Mare pelo Piezo;23/06/2021;15:09;;35.7;22.5;;27.2;;;;;;;0.835;;;;;Ciel nuageux_ vent modéré de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3;23/06/2021;14:52;;1.546;0.6;;25.4;7.7;;1.56;19;0.43;;;;10;;;Ciel nuageux_ vent modéré de nord-ouest_1 rainette méridionale
Etangs du Grand Bagnas - PB4;23/06/2021;14:33;;;;;;;;;;0.05;;;;;;;Ciel nuageux_ vent modéré de nord-ouest_a sec (mince lame d'eau sur certains secteurs mais non prélevable)
Etangs du Grand Bagnas - canal du midi martelliere;09/06/2021;08:30;;1.135;0.4;;22.4;8.06;;1.88;21.8;;;-0.14;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - EID;09/06/2021;09:00;;2.47;1.1;;19;7.22;;0.48;5.2;;;0.27;;10;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - EID Piezo;09/06/2021;09:00;;36;22.5;;19.4;;;;;;;0.635;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - echelleGB2;09/06/2021;09:15;;8.68;4.8;;21;9.26;;1.93;21.8;;;;;10;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - echelleGB2piezo;09/06/2021;09:15;;45;28.9;;21;;;;;;;0.34;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - TB5 centre;09/06/2021;09:30;;7.67;4.2;;22;9.48;;1.43;16.3;0.36;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - TB5 centre piezo;09/06/2021;09:30;;54.9;36.3;;22.6;;;;;;;0.48;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Petit Pont;09/06/2021;09:45;;32.9;20.6;;24.9;7.78;;1.06;12.7;0.14;;;;10;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Canal de l'ouest;09/06/2021;09:45;;1.66;0.7;;23.6;7.81;;1.85;21.6;;;1.42;;40;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - LONGE;09/06/2021;10:05;;1.534;0.6;;22;7.38;;0.83;9.4;0.55;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - MareB5roseau;09/06/2021;10:20;;2.29;1;;23.9;7.68;;1.96;23.1;;;0.54;;200;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - MareB5roseau piezo;09/06/2021;10:20;;39.8;25.3;;21.6;;;;;;;0.71;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8;09/06/2021;10:35;;14.55;8.5;;23.2;8.13;;2.13;24.6;0.36;;;;50;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8 piezo;09/06/2021;10:35;;30.6;18.9;;22.7;;;;;;;0.375;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Pioch couguioul;09/06/2021;11:00;;2.81;1.3;;24.1;8;;1.58;18.6;0.57;;;;30;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Pairollet;09/06/2021;11:10;;41.6;26.7;;25.4;8.15;;2.55;30.9;0.31;;;;100;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Pairollet Piezo;09/06/2021;11:10;;40.2;25.7;;25;;;;;;;0.56;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - PB3 Piezo;09/06/2021;11:30;;128.4;;OFL;25.7;;;;;;;0.98;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Rieu nord;09/06/2021;11:40;;129.7;;OFL;26.6;7.87;;3.02;37.5;0.07;;;;10;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Rieu nord piezo;09/06/2021;11:40;;103.4;;OFL;23.5;;;;;;;1.055;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - PB4 piezo;09/06/2021;13:50;;119;;OFL;25.4;;;;;;;1.21;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3;09/06/2021;14:15;;4.92;2.6;;26;7.4;;2.07;25.4;0.26;;;;5;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3 piezo;09/06/2021;14:15;;2.16;0.9;;23.8;;;;;;;1.17;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare aux pelobates;09/06/2021;14:30;;55.6;37;;27.3;9.38;;3.95;49.5;0.11;;;;0;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo Piezo;09/06/2021;14:30;;35.2;22.1;;25.5;;;;;;;0.885;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - PB3;09/06/2021;11:30;;;;;;;;;;;;;;;;;Ciel nuageux_ vent faible de nord-ouest_a sec
Etangs du Grand Bagnas - PB4;09/06/2021;13:50;;;;;;;;;;;;;;;;;Ciel nuageux_ vent faible de nord-ouest_a sec
Etangs du Grand Bagnas - canal du midi martelliere;26/05/2021;09:26;;1.041;0.3;;18.1;7.85;;2.73;28.7;;;-0.07;;10;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - EID;26/05/2021;09:45;;2.2;1;;15.4;7.45;;1.16;11.4;;;0.41;;0;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - EID Piezo;26/05/2021;09:45;;36.5;22.7;;15.7;;;;;;;0.59;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - echelleGB2;26/05/2021;09:58;;7.55;4.1;;16.8;8.9;;1.25;12.6;;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - echelleGB2piezo;26/05/2021;09:58;;46.2;29.5;;16.6;;;;;;;0.31;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - TB5 centre;26/05/2021;10:07;;7.13;3.9;;17.2;9.23;;2.95;30.6;0.4;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - TB5 centre piezo;26/05/2021;10:07;;54.7;35.8;;17.7;;;;;;;0.46;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Petit Pont;26/05/2021;10:17;;19.66;11.7;;20.7;7.78;;0.14;1.5;-0.045;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Canal de l'ouest;26/05/2021;10:17;;0.901;0.2;;18.3;7.81;;2.22;23.2;;;1.46;;30;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - LONGE;26/05/2021;10:30;;1.019;0.3;;18.3;7.7;;1.74;18.1;0.645;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - MareB5roseau;26/05/2021;10:42;;2.21;1;;18.5;7.6;;2.1;22.2;;;0.57;;30;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - MareB5roseau piezo;26/05/2021;10:42;;40.5;25.6;;17.7;;;;;;;0.73;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8;26/05/2021;10:48;;12.75;7.3;;17.4;8.08;;1.38;14.2;0.4;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8 piezo;26/05/2021;10:48;;31.5;19.3;;17.6;;;;;;;0.345;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Pioch couguioul;26/05/2021;11:05;;2.8;1.3;;18.9;7.85;;2.23;23.8;63;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Pairollet;26/05/2021;11:16;;36.1;22.6;;19.7;8.03;;2.75;29.9;37;;;;20;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Pairollet Piezo;26/05/2021;11:16;;40.5;25.6;;19.8;;;;;;;0.51;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - PB3 Piezo;26/05/2021;11:33;;129;;OFL;20.3;;;;;;;0.8;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Rieu nord;26/05/2021;11:43;;93.5;67.5;;23.5;8.41;;3.19;37.2;13.5;;;;0;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Rieu nord piezo;26/05/2021;11:43;;102.4;;OFL;19.7;;;;;;;0.99;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - PB4 piezo;26/05/2021;11:54;;119.7;;OFL;19.7;;;;;;;1.13;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3;26/05/2021;12:10;;2.87;1.4;;20.1;7.8;;3.75;40.8;31;;;;0;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare aux pelobates;26/05/2021;12:22;;50;32.5;;20.6;8.79;;3.64;40;18.5;;;;0;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo Piezo;26/05/2021;12:22;;35.3;22;;19.6;;;;;;;0.815;;;;;Ciel nuageux_ vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3 piezo;26/05/2021;12:10;;3.15;1.5;;18;;;;;;;1.13;;;;;Ciel nuageux_ vent faible de nord-ouest_3 rainettes méridionales dans le piézomètre
Etangs du Grand Bagnas - PB3;26/05/2021;11:33;;;;;;;;;;;;;;;;;Ciel nuageux_ vent faible de nord-ouest_a sec
Etangs du Grand Bagnas - PB4;26/05/2021;11:54;;;;;;;;;;;;;;;;;Ciel nuageux_ vent faible de nord-ouest_a sec
Etangs du Grand Bagnas - canal du midi martelliere;10/05/2021;08:38;;0.621;0;;19.5;7.98;;4.12;44.7;;;-0.14;;20;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - EID;10/05/2021;09:05;;2.48;1.1;;17.5;7.43;;2.82;29.2;;;0.28;;10;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - EID Piezo;10/05/2021;09:05;;36.5;22.8;;17.2;;;;;;;0.63;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - echelleGB2;10/05/2021;09:20;;6.95;3.8;;18.2;7.96;;2.79;29.2;;;;;10;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - echelleGB2piezo;10/05/2021;09:20;;46.5;29.8;;17.5;;;;;;;0.27;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - TB5 centre;10/05/2021;09:40;;6.91;3.8;;19.1;8.91;;3.18;33.7;0.44;;;;50;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - TB5 centre piezo;10/05/2021;09:40;;53.6;35;;17.8;;;;;;;0.405;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Petit Pont;10/05/2021;10:03;;18.17;10.7;;19.5;8.24;;3.9;41.7;0.39;;;;10;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Canal de l'ouest;10/05/2021;10:03;;1.346;0.5;;20.1;7.94;;3.49;37.9;;;1.5;;75;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - LONGE;10/05/2021;10:20;;0.993;0.3;;20.2;7.82;;3.83;41.5;0.61;;;;40;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - MareB5roseau;10/05/2021;10:40;;5.4;2.9;;19.5;8.52;;3.73;39.8;;;0.64;;40;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - MareB5roseau piezo;10/05/2021;10:40;;41.1;26;;17.9;;;;;;;0.77;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Scirpaie GB8;10/05/2021;10:53;;11.75;6.7;;19.2;8.28;;3.94;41.9;0.44;;;;30;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Scirpaie GB8 piezo;10/05/2021;10:53;;31.9;19.7;;18.2;;;;;;;0.28;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Pioch couguioul;10/05/2021;11:20;;2.56;1.2;;18.3;8.19;;3.77;40;0.59;;;;30;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Pairollet;10/05/2021;11:35;;35;21.8;;18.9;8.22;;4.15;43.7;0.4;;;;20;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Pairollet Piezo;10/05/2021;11:35;;41.2;26;;17.9;;;;;;;0.53;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - PB3;10/05/2021;14:25;;174.5;;OFL;18.5;7.97;;4.35;46.3;0.07;;;;50;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - PB3 Piezo;10/05/2021;14:25;;130.2;;OFL;18.1;;;;;;;0.74;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Rieu nord;10/05/2021;14:40;;71.6;48.7;;18.3;8.12;;3.98;42.1;0.17;;;;10;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Rieu nord piezo;10/05/2021;14:40;;100.7;;OFL;17.5;;;;;;;0.98;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - PB4;10/05/2021;14:55;;48.6;31.3;;19.4;8.08;;4.39;46.5;0.08;;;;200;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - PB4 piezo;10/05/2021;14:55;;119.5;;OFL;17.7;;;;;;;1.02;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Mare aux pelobates;10/05/2021;15:35;;24.3;38.7;;20.3;8.43;;4.44;46.6;0.24;;;;0;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Mare pelo Piezo;10/05/2021;15:35;;35.1;21.8;;18.2;;;;;;;0.77;;;;;Pluie éparse_ vent faible de sud-est
Etangs du Grand Bagnas - Mare pelo - 3 piezo;10/05/2021;15:15;;2.16;0.9;;16.6;;;;;;;0.97;;;;;Pluie éparse_ vent faible de sud-est_3 rainettes méridionales dans le piézomètre
Etangs du Grand Bagnas - Mare pelo - 3;10/05/2021;15:15;;2.49;1.1;;17.7;7.84;;4.28;44.3;0.47;;;;5;;;Pluie éparse_ vent faible de sud-est_tétards de Crapauds calamites
Etangs du Grand Bagnas - canal du midi martelliere;29/04/2021;09:00;;0.54;0;;18;8.14;;4.79;51.1;;;-0.3;;20;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - EID;29/04/2021;09:40;;3.31;1.6;;15;7.44;;3.41;33.9;;;0.2;;10;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - EID Piezo;29/04/2021;09:40;;36.5;22.7;;15;;;;;;;0.71;;;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - echelleGB2;29/04/2021;10:00;;6.7;3.6;;16.8;8.36;;3.96;41.1;;;;;20;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - echelleGB2piezo;29/04/2021;10:00;;47;30.1;;16.6;;;;;;;0.21;;;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - TB5 centre piezo;29/04/2021;10:15;;53.2;34.6;;16.8;;;;;;;0.36;;;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Petit Pont;29/04/2021;10:50;;31.5;19.4;;18.5;8.6;;4.02;43.1;0.28;;;;10;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Canal de l'ouest;29/04/2021;10:55;;4.74;2.5;;17.6;7.76;;3.53;37;;;1.55;;40;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - MareB5roseau;29/04/2021;11:30;;6.1;3.3;;17.5;7.89;;3.53;36.9;;;0.61;;20;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - MareB5roseau piezo;29/04/2021;11:30;;41.6;26.3;;16.5;;;;;;;0.68;;;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Scirpaie GB8;29/04/2021;11:40;;11.13;6.3;;17.8;8.2;;4.27;44.9;0.49;;;;20;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Scirpaie GB8 piezo;29/04/2021;11:40;;32.9;20.3;;17.6;;;;;;;0.25;;;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Pioch couguioul;29/04/2021;12:15;;2.5;1.1;;17.5;8.12;;4.22;44.1;0.5;;;;40;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Pairollet;29/04/2021;14:00;;34.6;21.6;;20.2;8.26;;4.32;47.7;0.39;;;;30;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Pairollet Piezo;29/04/2021;14:00;;41.7;26.5;;19.7;;;;;;;0.505;;;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - PB3;29/04/2021;14:20;;159.4;;OFL;21.3;7.89;;4.6;52.1;0.09;;;;10;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - PB3 Piezo;29/04/2021;14:20;;130;;OFL;19.1;;;;;;;0.72;;;;;Ciel nuageux sans vent
Etangs du Grand Bagnas - Rieu nord;29/04/2021;14:35;;73.6;50.8;;21.9;8.45;;5.13;58.8;0.15;;;;0;;;Ciel nuageux sans vent
